"indicateur","sexe","région","diplôme","groupe-d-age","Unit","Date","Value"
"Nombre de postes d'emplois publiés sur le site de l’ONEF selon la région d'affectation","Total","Nord","Non concerné","Non concerné","Nombre","2022","160"
"Nombre de postes d'emplois publiés sur le site de l’ONEF selon la région d'affectation","Total","Plateau Central","Non concerné","Non concerné","Nombre","2017","181"
"Nombre de postes d'emplois publiés sur le site de l’ONEF selon la région d'affectation","Total","Plateau Central","Non concerné","Non concerné","Nombre","2018","74"
"Nombre de postes d'emplois publiés sur le site de l’ONEF selon la région d'affectation","Total","Plateau Central","Non concerné","Non concerné","Nombre","2019","18"
"Nombre de postes d'emplois publiés sur le site de l’ONEF selon la région d'affectation","Total","Plateau Central","Non concerné","Non concerné","Nombre","2020","203"
"Nombre de postes d'emplois publiés sur le site de l’ONEF selon la région d'affectation","Total","Plateau Central","Non concerné","Non concerné","Nombre","2021","27"
"Nombre de postes d'emplois publiés sur le site de l’ONEF selon la région d'affectation","Total","Plateau Central","Non concerné","Non concerné","Nombre","2022","31"
"Nombre de postes d'emplois publiés sur le site de l’ONEF selon la région d'affectation","Total","Sahel","Non concerné","Non concerné","Nombre","2017","207"
"Nombre de postes d'emplois publiés sur le site de l’ONEF selon la région d'affectation","Total","Sahel","Non concerné","Non concerné","Nombre","2018","133"
"Nombre de postes d'emplois publiés sur le site de l’ONEF selon la région d'affectation","Total","Sahel","Non concerné","Non concerné","Nombre","2019","211"
"Nombre de postes d'emplois publiés sur le site de l’ONEF selon la région d'affectation","Total","Sahel","Non concerné","Non concerné","Nombre","2020","384"
"Nombre de postes d'emplois publiés sur le site de l’ONEF selon la région d'affectation","Total","Sahel","Non concerné","Non concerné","Nombre","2021","168"
"Nombre de postes d'emplois publiés sur le site de l’ONEF selon la région d'affectation","Total","Sahel","Non concerné","Non concerné","Nombre","2022","178"
"Nombre de postes d'emplois publiés sur le site de l’ONEF selon la région d'affectation","Total","Sud-Ouest","Non concerné","Non concerné","Nombre","2017","162"
"Nombre de postes d'emplois publiés sur le site de l’ONEF selon la région d'affectation","Total","Sud-Ouest","Non concerné","Non concerné","Nombre","2018","53"
"Nombre de postes d'emplois publiés sur le site de l’ONEF selon la région d'affectation","Total","Sud-Ouest","Non concerné","Non concerné","Nombre","2019","49"
"Nombre de postes d'emplois publiés sur le site de l’ONEF selon la région d'affectation","Total","Sud-Ouest","Non concerné","Non concerné","Nombre","2020","293"
"Nombre de postes d'emplois publiés sur le site de l’ONEF selon la région d'affectation","Total","Sud-Ouest","Non concerné","Non concerné","Nombre","2021","32"
"Nombre de postes d'emplois publiés sur le site de l’ONEF selon la région d'affectation","Total","Sud-Ouest","Non concerné","Non concerné","Nombre","2022","31"
"Nombre de postes d'emplois publiés sur le site de l’ONEF selon la région d'affectation","Total","Étranger","Non concerné","Non concerné","Nombre","2017","67"
"Nombre de postes d'emplois publiés sur le site de l’ONEF selon la région d'affectation","Total","Étranger","Non concerné","Non concerné","Nombre","2018","76"
"Nombre de postes d'emplois publiés sur le site de l’ONEF selon la région d'affectation","Total","Étranger","Non concerné","Non concerné","Nombre","2019","85"
"Nombre de postes d'emplois publiés sur le site de l’ONEF selon la région d'affectation","Total","Étranger","Non concerné","Non concerné","Nombre","2020","49"
"Nombre de postes d'emplois publiés sur le site de l’ONEF selon la région d'affectation","Total","Étranger","Non concerné","Non concerné","Nombre","2021","60"
"Nombre de postes d'emplois publiés sur le site de l’ONEF selon la région d'affectation","Total","Étranger","Non concerné","Non concerné","Nombre","2022","16"
"Nombre de postes d'emplois publiés sur le site de l’ONEF selon la région d'affectation","Total","Non précisé","Non concerné","Non concerné","Nombre","2017","6167"
"Nombre de postes d'emplois publiés sur le site de l’ONEF selon la région d'affectation","Total","Non précisé","Non concerné","Non concerné","Nombre","2018","1781"
"Nombre de postes d'emplois publiés sur le site de l’ONEF selon la région d'affectation","Total","Non précisé","Non concerné","Non concerné","Nombre","2019","0"
"Nombre de postes d'emplois publiés sur le site de l’ONEF selon la région d'affectation","Total","Non précisé","Non concerné","Non concerné","Nombre","2020","0"
"Nombre de postes d'emplois publiés sur le site de l’ONEF selon la région d'affectation","Total","Non précisé","Non concerné","Non concerné","Nombre","2021","0"
"Nombre de postes d'emplois publiés sur le site de l’ONEF selon la région d'affectation","Total","Non précisé","Non concerné","Non concerné","Nombre","2022","0"
"Nombre de postes d’emplois publiés sur le site de l’ONEF selon le diplôme/titre de qualification","Total","Non concerné","Ensemble","Non concerné","Nombre","2017","15482"
"Nombre de postes d’emplois publiés sur le site de l’ONEF selon le diplôme/titre de qualification","Total","Non concerné","Ensemble","Non concerné","Nombre","2018","6497"
"Nombre de postes d’emplois publiés sur le site de l’ONEF selon le diplôme/titre de qualification","Total","Non concerné","Ensemble","Non concerné","Nombre","2019","35097"
"Nombre de postes d’emplois publiés sur le site de l’ONEF selon le diplôme/titre de qualification","Total","Non concerné","Ensemble","Non concerné","Nombre","2020","13605"
"Nombre de postes d’emplois publiés sur le site de l’ONEF selon le diplôme/titre de qualification","Total","Non concerné","Ensemble","Non concerné","Nombre","2021","10139"
"Nombre de postes d’emplois publiés sur le site de l’ONEF selon le diplôme/titre de qualification","Total","Non concerné","Ensemble","Non concerné","Nombre","2022","11204"
"Nombre de postes d’emplois publiés sur le site de l’ONEF selon le diplôme/titre de qualification","Total","Non concerné","Sans diplôme","Non concerné","Nombre","2017","6425"
"Nombre de postes d’emplois publiés sur le site de l’ONEF selon le diplôme/titre de qualification","Total","Non concerné","Sans diplôme","Non concerné","Nombre","2018","343"
"Nombre de postes d’emplois publiés sur le site de l’ONEF selon le diplôme/titre de qualification","Total","Non concerné","Sans diplôme","Non concerné","Nombre","2019","1718"
"Nombre de postes d’emplois publiés sur le site de l’ONEF selon le diplôme/titre de qualification","Total","Non concerné","Sans diplôme","Non concerné","Nombre","2020","20"
"Nombre de postes d’emplois publiés sur le site de l’ONEF selon le diplôme/titre de qualification","Total","Non concerné","Sans diplôme","Non concerné","Nombre","2021","15"
"Nombre de postes d’emplois publiés sur le site de l’ONEF selon le diplôme/titre de qualification","Total","Non concerné","Sans diplôme","Non concerné","Nombre","2022","15"
"Nombre de postes d’emplois publiés sur le site de l’ONEF selon le diplôme/titre de qualification","Total","Non concerné","CEP","Non concerné","Nombre","2017","1312"
"Nombre de postes d’emplois publiés sur le site de l’ONEF selon le diplôme/titre de qualification","Total","Non concerné","CEP","Non concerné","Nombre","2018","899"
"Nombre de postes d’emplois publiés sur le site de l’ONEF selon le diplôme/titre de qualification","Total","Non concerné","CEP","Non concerné","Nombre","2019","2251"
"Nombre de postes d’emplois publiés sur le site de l’ONEF selon le diplôme/titre de qualification","Total","Non concerné","CEP","Non concerné","Nombre","2020","4626"
"Nombre de postes d’emplois publiés sur le site de l’ONEF selon le diplôme/titre de qualification","Total","Non concerné","CEP","Non concerné","Nombre","2021","2209"
"Nombre de postes d’emplois publiés sur le site de l’ONEF selon le diplôme/titre de qualification","Total","Non concerné","CEP","Non concerné","Nombre","2022","422"
"Nombre de postes d’emplois publiés sur le site de l’ONEF selon le diplôme/titre de qualification","Total","Non concerné","CAP","Non concerné","Nombre","2017","203"
"Nombre de postes d’emplois publiés sur le site de l’ONEF selon le diplôme/titre de qualification","Total","Non concerné","CAP","Non concerné","Nombre","2018","89"
"Nombre de postes d’emplois publiés sur le site de l’ONEF selon le diplôme/titre de qualification","Total","Non concerné","CAP","Non concerné","Nombre","2019","208"
"Nombre de postes d’emplois publiés sur le site de l’ONEF selon le diplôme/titre de qualification","Total","Non concerné","CAP","Non concerné","Nombre","2020","235"
"Nombre de postes d’emplois publiés sur le site de l’ONEF selon le diplôme/titre de qualification","Total","Non concerné","CAP","Non concerné","Nombre","2021","175"
"Nombre de postes d’emplois publiés sur le site de l’ONEF selon le diplôme/titre de qualification","Total","Non concerné","CAP","Non concerné","Nombre","2022","1686"
"Nombre de postes d’emplois publiés sur le site de l’ONEF selon le diplôme/titre de qualification","Total","Non concerné","CQP","Non concerné","Nombre","2017","0"
"Nombre de postes d’emplois publiés sur le site de l’ONEF selon le diplôme/titre de qualification","Total","Non concerné","CQP","Non concerné","Nombre","2018","2"
"Nombre de postes d’emplois publiés sur le site de l’ONEF selon le diplôme/titre de qualification","Total","Non concerné","CQP","Non concerné","Nombre","2019","0"
"Nombre de postes d’emplois publiés sur le site de l’ONEF selon le diplôme/titre de qualification","Total","Non concerné","CQP","Non concerné","Nombre","2020","16"
"Nombre de postes d’emplois publiés sur le site de l’ONEF selon le diplôme/titre de qualification","Total","Non concerné","CQP","Non concerné","Nombre","2021","15"
"Nombre de postes d’emplois publiés sur le site de l’ONEF selon le diplôme/titre de qualification","Total","Non concerné","CQP","Non concerné","Nombre","2022","14"
"Nombre de postes d’emplois publiés sur le site de l’ONEF selon le diplôme/titre de qualification","Total","Non concerné","BQP","Non concerné","Nombre","2017","0"
"Nombre de postes d’emplois publiés sur le site de l’ONEF selon le diplôme/titre de qualification","Total","Non concerné","BQP","Non concerné","Nombre","2018","0"
"Nombre de postes d’emplois publiés sur le site de l’ONEF selon le diplôme/titre de qualification","Total","Non concerné","BQP","Non concerné","Nombre","2019","0"
"Nombre de postes d’emplois publiés sur le site de l’ONEF selon le diplôme/titre de qualification","Total","Non concerné","BQP","Non concerné","Nombre","2020","0"
"Nombre de postes d’emplois publiés sur le site de l’ONEF selon le diplôme/titre de qualification","Total","Non concerné","BQP","Non concerné","Nombre","2021","0"
"Nombre de postes d’emplois publiés sur le site de l’ONEF selon le diplôme/titre de qualification","Total","Non concerné","BQP","Non concerné","Nombre","2022","0"
"Nombre de postes d’emplois publiés sur le site de l’ONEF selon le diplôme/titre de qualification","Total","Non concerné","BEPC","Non concerné","Nombre","2017","2919"
"Nombre de postes d’emplois publiés sur le site de l’ONEF selon le diplôme/titre de qualification","Total","Non concerné","BEPC","Non concerné","Nombre","2018","1083"
"Nombre de postes d’emplois publiés sur le site de l’ONEF selon le diplôme/titre de qualification","Total","Non concerné","BEPC","Non concerné","Nombre","2019","26606"
"Nombre de postes d’emplois publiés sur le site de l’ONEF selon le diplôme/titre de qualification","Total","Non concerné","BEPC","Non concerné","Nombre","2020","821"
"Nombre de postes d’emplois publiés sur le site de l’ONEF selon le diplôme/titre de qualification","Total","Non concerné","BEPC","Non concerné","Nombre","2021","527"
"Nombre de postes d’emplois publiés sur le site de l’ONEF selon le diplôme/titre de qualification","Total","Non concerné","BEPC","Non concerné","Nombre","2022","552"
"Nombre de postes d’emplois publiés sur le site de l’ONEF selon le diplôme/titre de qualification","Total","Non concerné","BEP","Non concerné","Nombre","2017","150"
"Nombre de postes d’emplois publiés sur le site de l’ONEF selon le diplôme/titre de qualification","Total","Non concerné","BEP","Non concerné","Nombre","2018","157"
